1,131072,67109120,67108864,131072,0,0
1,131072,67240192,0,131072,0,0
1,0,67240192,0,131328,67108864,0
1,256,256,131072,131328,0,0
1,0,67108864,67239936,131328,67108864,0
1,0,0,67108864,131328,67240192,67108864
1,0,67239936,131072,131328,67108864,0
1,256,131072,67108864,131328,0,0
1,256,67109120,131072,131328,0,0
1,256,67239936,67108864,131328,0,0
1,131328,256,67239936,131072,0,0
1,256,67109120,67239936,131328,0,0
1,256,67108864,0,131328,0,0
1,131072,67109120,131072,131072,0,0
1,256,131328,131072,131328,0,0
1,256,256,67108864,131328,0,0
1,131072,67239936,131072,131072,0,0
1,131328,0,0,131072,0,0
1,131072,0,67239936,131072,0,0
1,0,67239936,0,131328,67108864,0
1,256,67239936,67239936,131328,0,0
1,131072,67239936,67239936,131072,0,0
1,256,67239936,131072,131328,0,0
1,131072,131072,0,131072,0,0
1,131328,67239936,131072,131072,0,0
1,131328,131328,0,131072,0,0
1,131072,0,0,131072,0,0
1,131072,67240192,67108864,131072,0,0
1,0,256,67108864,131328,67240192,0
1,131072,0,67108864,131072,0,0
1,131072,67109120,0,131072,0,0
1,0,67240192,131072,131328,67108864,0
1,131072,256,131072,131072,0,0
1,256,131072,131072,131328,0,0
1,131328,131072,0,131072,0,0
1,0,67109120,0,131328,67108864,0
1,256,131072,0,131328,0,0
1,131072,67240192,131072,131072,0,0
1,256,67109120,0,131328,0,0
1,256,131328,67108864,131328,0,0
1,131328,256,131072,131072,0,0
1,0,67109120,131072,131328,67108864,0
1,256,67108864,131072,131328,0,0
1,131072,131328,67239936,131072,0,0
1,131328,131072,67108864,131072,0,0
1,256,256,0,131328,0,0
1,256,67240192,131072,131328,0,0
1,0,131328,67239936,131328,67239936,0
1,256,67108864,67239936,131328,0,0
1,131072,67240192,67239936,131072,0,0
1,131328,67239936,0,131072,0,0
1,0,131328,131072,131328,67239936,0
1,0,131328,67108864,131328,67239936,0
1,131328,67108864,131072,131072,0,0
