1,2361192248668504195072,2361183241434822606848
1,2361192266260623130624,2361183241434822606848
1,9024825800523776,2365803934652504735744
1,4611686052787257344,2365794927453249994752
1,9007199321980928,2365803934652504735744
1,67108864,2365803952279117627392
1,9024791440916480,2365803934652504735744
1,4611703610680541184,2365794927453249994752
1,4620693252041998336,2365794927453249994752
1,4620710809935282176,2365794927453249994752
1,2365794927487676973056,2361183241434822606848
1,4620693252109107200,2365794927453249994752
1,4620693217682128896,2365794927453249994752
1,2361192248668437217280,2361183241434822606848
1,4611703644973301760,2365794927453249994752
1,4611686052854235136,2365794927453249994752
1,2361192266226263523328,2361183241434822606848
1,2365794927453249994752,2361183241434822606848
1,2361183241434889846784,2361183241434822606848
1,9024791440785408,2365803934652504735744
1,4620710809935413248,2365794927453249994752
1,2361192266226330632192,2361183241434822606848
1,4620710809868304384,2365794927453249994752
1,2361183259027008651264,2361183241434822606848
1,2365803952244690911232,2361183241434822606848
1,2365794945079795777536,2361183241434822606848
1,2361183241434822606848,2361183241434822606848
1,2361192266260690239488,2361183241434822606848
1,34426847232,2365803952279050518528
1,2361183241434889715712,2361183241434822606848
1,2361192248668437086208,2361183241434822606848
1,9024825800654848,2365803934652504735744
1,2361183241469182476288,2361183241434822606848
1,4611703610613563392,2365794927453249994752
1,2365794945045436039168,2361183241434822606848
1,9007233614479360,2365803934652504735744
1,4611703610613432320,2365794927453249994752
1,2361192266260623261696,2361183241434822606848
1,4620693252041867264,2365794927453249994752
1,4611703645040279552,2365794927453249994752
1,2365794927487609864192,2361183241434822606848
1,9007233614610432,2365803934652504735744
1,4620693217682259968,2365794927453249994752
1,2361183259061435629568,2361183241434822606848
1,2365794945045503148032,2361183241434822606848
1,4611686052787126272,2365794927453249994752
1,4620710844228042752,2365794927453249994752
1,17626613022720,2365803952244690780160
1,4620693217749368832,2365794927453249994752
1,2361192266260690370560,2361183241434822606848
1,2365803952244690780160,2361183241434822606848
1,17626545913856,2365803952244690780160
1,17626612891648,2365803952244690780160
1,2365803934652504866816,2361183241434822606848
1,34426978304,2365803952279050518528
1,9007199254740992,2365803934652504735744
1,9007233681588224,2365803934652504735744
1,2365803952279050649600,2361183241434822606848
1,17592253153280,2365803952244690780160
1,2361192266226263392256,2361183241434822606848
1,2365803934652571975680,2361183241434822606848
1,4620710809868173312,2365794927453249994752
1,2365794927453250125824,2361183241434822606848
1,2365794945045436170240,2361183241434822606848
1,9024791508025344,2365803934652504735744
1,2365794927453317103616,2361183241434822606848
1,9024791507894272,2365803934652504735744
1,4620710844295151616,2365794927453249994752
1,9007233681719296,2365803934652504735744
1,2361183241469249585152,2361183241434822606848
1,17592186175488,2365803952244690780160
1,2361192248668504326144,2361183241434822606848
1,2365794927487676841984,2361183241434822606848
1,4611686018494496768,2365794927453249994752
1,0,2365803952279117758720
1,2361183259061368520704,2361183241434822606848
1,2361192248634144456704,2361183241434822606848
1,4620710844295020544,2365794927453249994752
1,4620693217749237760,2365794927453249994752
1,4611686052854366208,2365794927453249994752
1,2365794945079795908608,2361183241434822606848
1,34359869440,2365803952279050518528
1,4611703610680672256,2365794927453249994752
1,2365803952244758020096,2361183241434822606848
1,2365803952279117758464,2361183241434822606848
1,67239936,2365803952279117627392
1,2361183259061368389632,2361183241434822606848
1,2365803934686864605184,2361183241434822606848
1,17626545782784,2365803952244690780160
1,2365794927453317234688,2361183241434822606848
1,2361192248634077478912,2361183241434822606848
1,2361192248634144587776,2361183241434822606848
1,2361183259061435498496,2361183241434822606848
1,2361183241434822737920,2361183241434822606848
1,34359738368,2365803952279050518528
1,4611703645040410624,2365794927453249994752
1,2365794945045503279104,2361183241434822606848
1,2365803934686931714048,2361183241434822606848
1,2365794945079862886400,2361183241434822606848
1,2365803952279117627392,2361183241434822606848
1,9007199321849856,2365803934652504735744
1,2361183241469249454080,2361183241434822606848
1,2365803952279050518528,2361183241434822606848
1,17592186044416,2365803952244690780160
1,4611686018427518976,2365794927453249994752
1,2361183259027008782336,2361183241434822606848
1,4611686018494627840,2365794927453249994752
1,2361192248634077347840,2361183241434822606848
1,2365803934652504735744,2361183241434822606848
1,4611703644973170688,2365794927453249994752
1,9024825867763712,2365803934652504735744
1,2365794927487609733120,2361183241434822606848
1,2365803952244757889024,2361183241434822606848
1,2365803934652571844608,2361183241434822606848
1,2361183259027075760128,2361183241434822606848
1,2365803934686931582976,2361183241434822606848
1,2361192266226330501120,2361183241434822606848
1,4620693252108976128,2365794927453249994752
1,2365803934686864474112,2361183241434822606848
1,4611686018427387904,2365794927453249994752
1,9024825867632640,2365803934652504735744
1,2361183241469182345216,2361183241434822606848
1,9007199254872064,2365803934652504735744
1,17592253284352,2365803952244690780160
1,2361183259027075891200,2361183241434822606848
1,2365794945079863017472,2361183241434822606848
1,131072,2365803952279117758464
1,4620710844227911680,2365794927453249994752
2,2310355422147575808,1182897463726624997376
2,2305851822486650880,1182897463726624997376
2,1182901967343432237056,1180591620717411303424
2,4512412900261888,1182901967326252367872
2,1180591620717411368960,1180591620717411303424
2,2305843026393628672,1182897463726624997376
2,2305851805340270592,1182897463726624997376
2,1180591629530684260352,1180591620717411303424
2,1180596124334218543104,1180591620717411303424
2,1180596124334252163072,1180591620717411303424
2,1182897463726658617344,1180591620717411303424
2,1182901976122379010048,1180591620717411303424
2,1182901976139558879232,1180591620717411303424
2,4512395720458240,1182901967326252367872
2,1180591629513537880064,1180591620717411303424
2,2305843009247313920,1182897463726624997376
2,2310355404934152192,1182897463726624997376
2,1180591620717444857856,1180591620717411303424
2,1180596124317072293888,1180591620717411303424
2,1182897472539897888768,1180591620717411303424
2,4503599627436032,1182901967326252367872
2,4503599660924928,1182901967326252367872
2,4503616807239680,1182901967326252367872
2,8813306445824,1182901976122345390080
2,2305843026393563136,1182897463726624997376
2,2310355404934086656,1182897463726624997376
2,8813306511360,1182901976122345390080
2,1180591620734624792576,1180591620717411303424
2,1182901976122378944512,1180591620717411303424
2,1182901976139558813696,1180591620717411303424
2,17213489152,1182901976139525259264
2,1180591620734624727040,1180591620717411303424
2,1180596133113131761664,1180591620717411303424
2,1182897463743838420992,1180591620717411303424
2,2310355404967641088,1182897463726624997376
2,17213423616,1182901976139525259264
2,2305843009213693952,1182897463726624997376
2,1180596124317038739456,1180591620717411303424
2,2310355422147510272,1182897463726624997376
2,4512395753947136,1182901967326252367872
2,1180591620717411303424,1180591620717411303424
2,1180591629513504391168,1180591620717411303424
2,1182897463726658551808,1180591620717411303424
2,1182897472522751574016,1180591620717411303424
2,2305851805306781696,1182897463726624997376
2,17179869184,1182901976139525259264
2,2310346626020999168,1182897463726624997376
2,2310346626054553600,1182897463726624997376
2,2310346608874684416,1182897463726624997376
2,4512412933816320,1182901967326252367872
2,2310355422114021376,1182897463726624997376
2,2310346626054488064,1182897463726624997376
2,2305851822486585344,1182897463726624997376
2,1182897472522751639552,1180591620717411303424
2,4512412933881856,1182901967326252367872
2,1180591629530684194816,1180591620717411303424
2,1182897463743804866560,1180591620717411303424
2,2305851805306716160,1182897463726624997376
2,1182901967326285922304,1180591620717411303424
2,2305851805340336128,1182897463726624997376
2,65536,1182901976139558879232
2,1180591629513504325632,1180591620717411303424
2,1182901967343432302592,1180591620717411303424
2,1182897472522718019584,1180591620717411303424
2,1180591629513537945600,1180591620717411303424
2,1182901967326285987840,1180591620717411303424
2,2310355404967706624,1182897463726624997376
2,1182901976139525259264,1180591620717411303424
2,1180596124334218608640,1180591620717411303424
2,1180591620734591238144,1180591620717411303424
2,1182897463726624997376,1180591620717411303424
2,33554432,1182901976139558813696
2,1182901976122345455616,1180591620717411303424
2,1182901967326252433408,1180591620717411303424
2,1182897463743838486528,1180591620717411303424
2,1180591629530717814784,1180591620717411303424
2,0,1182901976139558879360
2,1180596133113165316096,1180591620717411303424
2,2310346608874618880,1182897463726624997376
2,1180596133130345119744,1180591620717411303424
2,2310346608841129984,1182897463726624997376
2,4512412900327424,1182901967326252367872
2,4512395754012672,1182901967326252367872
2,4503616840794112,1182901967326252367872
2,8796093022208,1182901976122345390080
2,4503616807305216,1182901967326252367872
2,2305843026427117568,1182897463726624997376
2,1180596124317038673920,1180591620717411303424
2,2305843009213759488,1182897463726624997376
2,8813272956928,1182901976122345390080
2,1182901976139525324800,1180591620717411303424
2,8796126576640,1182901976122345390080
2,2305851822520139776,1182897463726624997376
2,2305851822520205312,1182897463726624997376
2,4503616840859648,1182901967326252367872
2,1180596124317072228352,1180591620717411303424
2,2310355422113955840,1182897463726624997376
2,1180596133130345185280,1180591620717411303424
2,1182897463743804932096,1180591620717411303424
2,17179934720,1182901976139525259264
2,2305843026427183104,1182897463726624997376
2,1182897472539931508736,1180591620717411303424
2,1180596133113165250560,1180591620717411303424
2,1182897472539897954304,1180591620717411303424
2,4503599660990464,1182901967326252367872
2,33619968,1182901976139558813696
2,4503599627370496,1182901967326252367872
2,8813272891392,1182901976122345390080
2,1180591629530717749248,1180591620717411303424
2,8796126642176,1182901976122345390080
2,1182897472522718085120,1180591620717411303424
2,1180591620734591172608,1180591620717411303424
2,1180596133130311565312,1180591620717411303424
2,1180596124334252097536,1180591620717411303424
2,2310346626020933632,1182897463726624997376
2,1182901967343465857024,1180591620717411303424
2,1182901976122345390080,1180591620717411303424
2,4512395720392704,1182901967326252367872
2,1182897472539931443200,1180591620717411303424
2,2305843009247248384,1182897463726624997376
2,1182901967343465791488,1180591620717411303424
2,1182897463726625062912,1180591620717411303424
2,1180596133113131696128,1180591620717411303424
2,1180596133130311630848,1180591620717411303424
2,1182901967326252367872,1180591620717411303424
2,2310346608841064448,1182897463726624997376
2,1180591620717444923392,1180591620717411303424
2,8796093087744,1182901976122345390080
3,590295810367312363520,590295810358705651712
3,591448731871919210496,590295810358705651712
3,1152925902670135296,591448731863312498688
3,1152925902670168064,591448731863312498688
3,590295814756768972800,590295810358705651712
3,590298066556565848064,590295810358705651712
