0,1,0,0,0,0
0,1,1,0,0,0
0,1,2,0,0,0
0,1,3,0,0,0
0,1,4,0,0,0
0,1,5,0,0,0
0,1,6,0,0,0
0,1,7,0,0,0
0,1,8,0,0,0
0,1,9,67108864,0,0
0,1,10,33554432,0,0
0,1,11,16777216,0,0
0,1,12,8388608,0,0
0,1,13,4194304,0,0
0,1,14,2097152,0,0
0,1,15,1048576,0,0
0,1,16,524288,0,0
0,1,17,262144,0,0
0,1,18,131072,0,0
0,1,19,65536,0,0
0,1,20,32768,0,0
0,1,21,16384,0,0
0,1,22,8192,0,0
0,1,23,4096,0,0
0,1,24,2048,0,0
0,1,25,1024,0,0
0,1,26,512,0,0
0,1,27,256,0,0
0,1,28,128,0,0
0,1,29,64,0,0
0,1,30,32,0,0
0,1,31,16,0,0
0,1,32,8,0,0
0,1,33,4,0,0
0,1,34,2,0,0
0,1,35,1,0,0
0,1,36,0,67108864,0
0,1,37,0,33554432,0
0,1,38,0,16777216,0
0,1,39,0,8388608,0
0,1,40,0,4194304,0
0,1,41,0,2097152,0
0,1,42,0,1048576,0
0,1,43,0,524288,0
0,1,44,0,262144,0
0,1,45,0,131072,0
0,1,46,0,65536,0
0,1,47,0,32768,0
0,1,48,0,16384,0
0,1,49,0,8192,0
0,1,50,0,4096,0
0,1,51,0,2048,0
0,1,52,0,1024,0
0,1,53,0,512,0
0,1,54,0,256,0
0,1,55,0,128,0
0,1,56,0,64,0
0,1,57,0,32,0
0,1,58,0,16,0
0,1,59,0,8,0
0,1,60,0,4,0
0,1,61,0,2,0
0,1,62,0,1,0
0,1,63,0,0,67108864
0,1,64,0,0,33554432
0,1,65,0,0,16777216
0,1,66,0,0,8388608
0,1,67,0,0,4194304
0,1,68,0,0,2097152
0,1,69,0,0,1048576
0,1,70,0,0,524288
0,1,71,0,0,262144
0,1,72,0,0,131072
0,1,73,0,0,65536
0,1,74,0,0,32768
0,1,75,0,0,16384
0,1,76,0,0,8192
0,1,77,0,0,4096
0,1,78,0,0,2048
0,1,79,0,0,1024
0,1,80,0,0,512
0,3,0,0,0,0
0,3,1,0,0,0
0,3,2,0,0,0
0,3,3,0,0,0
0,3,4,0,0,0
0,3,5,0,0,0
0,3,6,0,0,0
0,3,7,0,0,0
0,3,8,0,0,0
0,3,9,0,0,0
0,3,10,0,0,0
0,3,11,0,0,0
0,3,12,0,0,0
0,3,13,0,0,0
0,3,14,0,0,0
0,3,15,0,0,0
0,3,16,0,0,0
0,3,17,0,0,0
0,3,18,33554432,0,0
0,3,19,83886080,0,0
0,3,20,41943040,0,0
0,3,21,20971520,0,0
0,3,22,10485760,0,0
0,3,23,5242880,0,0
0,3,24,2621440,0,0
