1,1,0,0,0
1,2,0,0,0
1,3,0,0,0
1,4,0,0,0
1,5,0,0,0
1,6,0,0,0
1,7,0,0,0
1,8,0,0,0
1,9,0,0,0
1,10,0,0,0
1,11,0,0,0
1,12,0,0,0
1,13,0,0,0
1,14,0,0,0
1,15,0,0,0
1,16,0,0,0
1,17,0,0,0
1,18,0,0,0
1,19,131072,0,0
1,20,65536,0,0
1,21,32768,0,0
1,22,16384,0,0
1,23,8192,0,0
1,24,4096,0,0
1,25,2048,0,0
1,26,1024,0,0
1,27,512,0,0
1,28,131328,0,0
1,29,65664,0,0
1,30,32832,0,0
1,31,16416,0,0
1,32,8208,0,0
1,33,4104,0,0
1,34,2052,0,0
1,35,1026,0,0
1,36,513,0,0
1,37,131328,67108864,0
1,38,65664,33554432,0
1,39,32832,16777216,0
1,40,16416,8388608,0
1,41,8208,4194304,0
1,42,4104,2097152,0
1,43,2052,1048576,0
1,44,1026,524288,0
1,45,513,262144,0
1,46,131328,67239936,0
1,47,65664,33619968,0
1,48,32832,16809984,0
1,49,16416,8404992,0
1,50,8208,4202496,0
1,51,4104,2101248,0
1,52,2052,1050624,0
1,53,1026,525312,0
1,54,513,262656,0
1,55,131328,67240192,0
1,56,65664,33620096,0
1,57,32832,16810048,0
1,58,16416,8405024,0
1,59,8208,4202512,0
1,60,4104,2101256,0
1,61,2052,1050628,0
1,62,1026,525314,0
1,63,513,262657,0
1,64,131328,67240192,67108864
1,65,65664,33620096,33554432
1,66,32832,16810048,16777216
1,67,16416,8405024,8388608
1,68,8208,4202512,4194304
1,69,4104,2101256,2097152
1,70,2052,1050628,1048576
1,71,1026,525314,524288
1,72,513,262657,262144
1,73,131328,67240192,67239936
1,74,65664,33620096,33619968
1,75,32832,16810048,16809984
1,76,16416,8405024,8404992
1,77,8208,4202512,4202496
1,78,4104,2101256,2101248
1,79,2052,1050628,1050624
1,80,1026,525314,525312
1,81,513,262657,262656
2,1,131328,67240192,67239936
2,2,65664,33620096,33619968
2,3,32832,16810048,16809984
2,4,16416,8405024,8404992
2,5,8208,4202512,4202496
2,6,4104,2101256,2101248
2,7,2052,1050628,1050624
2,8,1026,525314,525312
2,9,513,262657,262656
2,10,256,67240192,67239936
2,11,128,33620096,33619968
2,12,64,16810048,16809984
2,13,32,8405024,8404992
2,14,16,4202512,4202496
2,15,8,2101256,2101248
2,16,4,1050628,1050624
2,17,2,525314,525312
2,18,1,262657,262656
2,19,0,67240192,67239936
2,20,0,33620096,33619968
2,21,0,16810048,16809984
2,22,0,8405024,8404992
2,23,0,4202512,4202496
2,24,0,2101256,2101248
2,25,0,1050628,1050624
2,26,0,525314,525312
2,27,0,262657,262656
2,28,0,131328,67239936
2,29,0,65664,33619968
2,30,0,32832,16809984
2,31,0,16416,8404992
2,32,0,8208,4202496
2,33,0,4104,2101248
2,34,0,2052,1050624
2,35,0,1026,525312
2,36,0,513,262656
2,37,0,256,67239936
2,38,0,128,33619968
2,39,0,64,16809984
2,40,0,32,8404992
2,41,0,16,4202496
2,42,0,8,2101248
2,43,0,4,1050624
2,44,0,2,525312
2,45,0,1,262656
2,46,0,0,67239936
2,47,0,0,33619968
2,48,0,0,16809984
2,49,0,0,8404992
2,50,0,0,4202496
2,51,0,0,2101248
2,52,0,0,1050624
2,53,0,0,525312
2,54,0,0,262656
2,55,0,0,131072
2,56,0,0,65536
2,57,0,0,32768
2,58,0,0,16384
2,59,0,0,8192
2,60,0,0,4096
2,61,0,0,2048
2,62,0,0,1024
2,63,0,0,512
2,64,0,0,0
2,65,0,0,0
2,66,0,0,0
2,67,0,0,0
2,68,0,0,0
2,69,0,0,0
2,70,0,0,0
2,71,0,0,0
2,72,0,0,0
2,73,0,0,0
2,74,0,0,0
2,75,0,0,0
2,76,0,0,0
2,77,0,0,0
2,78,0,0,0
2,79,0,0,0
2,80,0,0,0
2,81,0,0,0
