1,1,0,0,0,0,0,0
1,2,0,0,0,0,0,0
1,3,0,0,0,0,0,0
1,4,0,0,0,0,0,0
1,5,0,0,0,0,0,0
1,6,0,0,0,0,0,0
1,7,0,0,0,0,0,0
1,8,0,0,0,0,0,0
1,9,0,0,0,0,0,0
1,10,0,0,0,67108864,0,0
1,11,0,0,0,33554432,0,0
1,12,0,0,0,16777216,0,0
1,13,0,0,0,8388608,0,0
1,14,0,0,0,4194304,0,0
1,15,0,0,0,2097152,0,0
1,16,0,0,0,1048576,0,0
1,17,0,0,0,524288,0,0
1,18,0,0,0,262144,0,0
1,19,0,0,0,67239936,0,0
1,19,131072,0,0,131072,0,0
1,20,0,0,0,33619968,0,0
1,20,65536,0,0,65536,0,0
1,21,0,0,0,16809984,0,0
1,21,32768,0,0,32768,0,0
1,22,0,0,0,8404992,0,0
1,22,16384,0,0,16384,0,0
1,23,0,0,0,4202496,0,0
1,23,8192,0,0,8192,0,0
1,24,0,0,0,2101248,0,0
1,24,4096,0,0,4096,0,0
1,25,0,0,0,1050624,0,0
1,25,2048,0,0,2048,0,0
1,26,0,0,0,525312,0,0
1,26,1024,0,0,1024,0,0
1,27,0,0,0,262656,0,0
1,27,512,0,0,512,0,0
1,28,0,0,0,67240192,0,0
1,28,131072,0,0,131328,0,0
1,28,131328,0,0,256,0,0
1,28,256,0,0,256,0,0
1,29,0,0,0,33620096,0,0
1,29,65536,0,0,65664,0,0
1,29,65664,0,0,128,0,0
1,29,128,0,0,128,0,0
1,30,32832,0,0,64,0,0
1,30,0,0,0,16810048,0,0
1,30,64,0,0,64,0,0
1,30,32768,0,0,32832,0,0
1,31,16416,0,0,32,0,0
1,31,0,0,0,8405024,0,0
1,31,16384,0,0,16416,0,0
1,31,32,0,0,32,0,0
1,32,0,0,0,4202512,0,0
1,32,16,0,0,16,0,0
1,32,8192,0,0,8208,0,0
1,32,8208,0,0,16,0,0
1,33,0,0,0,2101256,0,0
1,33,4104,0,0,8,0,0
1,33,4096,0,0,4104,0,0
1,33,8,0,0,8,0,0
1,34,0,0,0,1050628,0,0
1,34,2048,0,0,2052,0,0
1,34,2052,0,0,4,0,0
1,34,4,0,0,4,0,0
1,35,0,0,0,525314,0,0
1,35,1026,0,0,2,0,0
1,35,2,0,0,2,0,0
1,35,1024,0,0,1026,0,0
1,36,0,0,0,262657,0,0
1,36,513,0,0,1,0,0
1,36,512,0,0,513,0,0
1,36,1,0,0,1,0,0
1,37,0,0,0,67240192,67108864,0
1,37,131328,67108864,0,0,67108864,0
1,37,256,67108864,0,0,67108864,0
1,37,131072,0,0,131328,67108864,0
1,37,0,67108864,0,0,67108864,0
1,37,256,0,0,256,67108864,0
1,37,131072,67108864,0,0,67108864,0
1,37,131328,0,0,256,67108864,0
1,38,65536,33554432,0,0,33554432,0
1,38,0,0,0,33620096,33554432,0
1,38,65536,0,0,65664,33554432,0
